array length;array id;Sort type;start time;comparisons;swaps;end time;duration (milliseconds)
1000000;206;MergeSort;Sat Sep 23 21:58:20 BRT 2023;18675358;9279479;Sat Sep 23 21:58:20 BRT 2023;109.0
1000000;206;QuickSort;Sat Sep 23 21:58:20 BRT 2023;24154567;669245;Sat Sep 23 21:58:20 BRT 2023;69.0
1000000;207;MergeSort;Sat Sep 23 21:58:20 BRT 2023;18674321;9279113;Sat Sep 23 21:58:21 BRT 2023;108.0
1000000;207;QuickSort;Sat Sep 23 21:58:21 BRT 2023;26306564;668882;Sat Sep 23 21:58:21 BRT 2023;75.0
1000000;208;MergeSort;Sat Sep 23 21:58:21 BRT 2023;18674487;9279158;Sat Sep 23 21:58:21 BRT 2023;109.0
1000000;208;QuickSort;Sat Sep 23 21:58:21 BRT 2023;24459100;668926;Sat Sep 23 21:58:21 BRT 2023;72.0
1000000;209;MergeSort;Sat Sep 23 21:58:21 BRT 2023;18673698;9278250;Sat Sep 23 21:58:21 BRT 2023;109.0
1000000;209;QuickSort;Sat Sep 23 21:58:21 BRT 2023;24327525;669055;Sat Sep 23 21:58:21 BRT 2023;74.0
1000000;210;MergeSort;Sat Sep 23 21:58:21 BRT 2023;18673496;9278301;Sat Sep 23 21:58:21 BRT 2023;113.0
1000000;210;QuickSort;Sat Sep 23 21:58:21 BRT 2023;24269779;669358;Sat Sep 23 21:58:21 BRT 2023;75.0
1000000;211;MergeSort;Sat Sep 23 21:58:21 BRT 2023;18674509;9279073;Sat Sep 23 21:58:21 BRT 2023;115.0
1000000;211;QuickSort;Sat Sep 23 21:58:21 BRT 2023;24975072;669245;Sat Sep 23 21:58:21 BRT 2023;71.0
1000000;212;MergeSort;Sat Sep 23 21:58:21 BRT 2023;18674975;9279587;Sat Sep 23 21:58:22 BRT 2023;109.0
1000000;212;QuickSort;Sat Sep 23 21:58:22 BRT 2023;24267142;668797;Sat Sep 23 21:58:22 BRT 2023;75.0
1000000;213;MergeSort;Sat Sep 23 21:58:22 BRT 2023;18675512;9280211;Sat Sep 23 21:58:22 BRT 2023;111.0
1000000;213;QuickSort;Sat Sep 23 21:58:22 BRT 2023;24732894;669243;Sat Sep 23 21:58:22 BRT 2023;76.0
1000000;214;MergeSort;Sat Sep 23 21:58:22 BRT 2023;18673729;9279407;Sat Sep 23 21:58:22 BRT 2023;114.0
1000000;214;QuickSort;Sat Sep 23 21:58:22 BRT 2023;24759759;668826;Sat Sep 23 21:58:22 BRT 2023;77.0
1000000;215;MergeSort;Sat Sep 23 21:58:22 BRT 2023;18673757;9279525;Sat Sep 23 21:58:22 BRT 2023;118.0
1000000;215;QuickSort;Sat Sep 23 21:58:22 BRT 2023;24815398;669029;Sat Sep 23 21:58:22 BRT 2023;69.0
1000000;216;MergeSort;Sat Sep 23 21:58:22 BRT 2023;18673222;9279403;Sat Sep 23 21:58:22 BRT 2023;114.0
1000000;216;QuickSort;Sat Sep 23 21:58:22 BRT 2023;25666616;669200;Sat Sep 23 21:58:22 BRT 2023;73.0
1000000;217;MergeSort;Sat Sep 23 21:58:22 BRT 2023;18674143;9279242;Sat Sep 23 21:58:22 BRT 2023;109.0
1000000;217;QuickSort;Sat Sep 23 21:58:22 BRT 2023;24079917;668792;Sat Sep 23 21:58:23 BRT 2023;69.0
1000000;218;MergeSort;Sat Sep 23 21:58:23 BRT 2023;18674214;9279287;Sat Sep 23 21:58:23 BRT 2023;111.0
1000000;218;QuickSort;Sat Sep 23 21:58:23 BRT 2023;25112011;669125;Sat Sep 23 21:58:23 BRT 2023;72.0
1000000;219;MergeSort;Sat Sep 23 21:58:23 BRT 2023;18674048;9278665;Sat Sep 23 21:58:23 BRT 2023;106.0
1000000;219;QuickSort;Sat Sep 23 21:58:23 BRT 2023;24759184;668882;Sat Sep 23 21:58:23 BRT 2023;70.0
1000000;220;MergeSort;Sat Sep 23 21:58:23 BRT 2023;18674555;9278618;Sat Sep 23 21:58:23 BRT 2023;106.0
1000000;220;QuickSort;Sat Sep 23 21:58:23 BRT 2023;25859556;668951;Sat Sep 23 21:58:23 BRT 2023;74.0
1000000;221;MergeSort;Sat Sep 23 21:58:23 BRT 2023;18673136;9279719;Sat Sep 23 21:58:23 BRT 2023;107.0
1000000;221;QuickSort;Sat Sep 23 21:58:23 BRT 2023;24085196;668986;Sat Sep 23 21:58:23 BRT 2023;73.0
1000000;222;MergeSort;Sat Sep 23 21:58:23 BRT 2023;18674447;9279324;Sat Sep 23 21:58:23 BRT 2023;107.0
1000000;222;QuickSort;Sat Sep 23 21:58:23 BRT 2023;25417514;669024;Sat Sep 23 21:58:23 BRT 2023;70.0
1000000;223;MergeSort;Sat Sep 23 21:58:23 BRT 2023;18674664;9279355;Sat Sep 23 21:58:24 BRT 2023;112.0
1000000;223;QuickSort;Sat Sep 23 21:58:24 BRT 2023;24444992;669124;Sat Sep 23 21:58:24 BRT 2023;70.0
1000000;224;MergeSort;Sat Sep 23 21:58:24 BRT 2023;18674270;9278286;Sat Sep 23 21:58:24 BRT 2023;109.0
1000000;224;QuickSort;Sat Sep 23 21:58:24 BRT 2023;24770482;669292;Sat Sep 23 21:58:24 BRT 2023;71.0
1000000;225;MergeSort;Sat Sep 23 21:58:24 BRT 2023;18673873;9279372;Sat Sep 23 21:58:24 BRT 2023;111.0
1000000;225;QuickSort;Sat Sep 23 21:58:24 BRT 2023;24637457;669117;Sat Sep 23 21:58:24 BRT 2023;71.0
1000000;226;MergeSort;Sat Sep 23 21:58:24 BRT 2023;18675338;9279141;Sat Sep 23 21:58:24 BRT 2023;109.0
1000000;226;QuickSort;Sat Sep 23 21:58:24 BRT 2023;24874014;669087;Sat Sep 23 21:58:24 BRT 2023;73.0
1000000;227;MergeSort;Sat Sep 23 21:58:24 BRT 2023;18674572;9280075;Sat Sep 23 21:58:24 BRT 2023;116.0
1000000;227;QuickSort;Sat Sep 23 21:58:24 BRT 2023;23943604;669008;Sat Sep 23 21:58:24 BRT 2023;75.0
1000000;228;MergeSort;Sat Sep 23 21:58:24 BRT 2023;18673479;9279608;Sat Sep 23 21:58:24 BRT 2023;113.0
1000000;228;QuickSort;Sat Sep 23 21:58:24 BRT 2023;24515808;668889;Sat Sep 23 21:58:25 BRT 2023;71.0
1000000;229;MergeSort;Sat Sep 23 21:58:25 BRT 2023;18673914;9278111;Sat Sep 23 21:58:25 BRT 2023;109.0
1000000;229;QuickSort;Sat Sep 23 21:58:25 BRT 2023;25480032;668943;Sat Sep 23 21:58:25 BRT 2023;73.0
1000000;230;MergeSort;Sat Sep 23 21:58:25 BRT 2023;18674090;9279772;Sat Sep 23 21:58:25 BRT 2023;113.0
1000000;230;QuickSort;Sat Sep 23 21:58:25 BRT 2023;24456828;668849;Sat Sep 23 21:58:25 BRT 2023;72.0
1000000;231;MergeSort;Sat Sep 23 21:58:25 BRT 2023;18675630;9279459;Sat Sep 23 21:58:25 BRT 2023;111.0
1000000;231;QuickSort;Sat Sep 23 21:58:25 BRT 2023;24657610;669201;Sat Sep 23 21:58:25 BRT 2023;70.0
1000000;232;MergeSort;Sat Sep 23 21:58:25 BRT 2023;18674074;9279021;Sat Sep 23 21:58:25 BRT 2023;111.0
1000000;232;QuickSort;Sat Sep 23 21:58:25 BRT 2023;24424339;669319;Sat Sep 23 21:58:25 BRT 2023;71.0
1000000;233;MergeSort;Sat Sep 23 21:58:25 BRT 2023;18673778;9278500;Sat Sep 23 21:58:25 BRT 2023;114.0
1000000;233;QuickSort;Sat Sep 23 21:58:25 BRT 2023;24637566;669126;Sat Sep 23 21:58:25 BRT 2023;73.0
1000000;234;MergeSort;Sat Sep 23 21:58:25 BRT 2023;18675371;9278191;Sat Sep 23 21:58:26 BRT 2023;109.0
1000000;234;QuickSort;Sat Sep 23 21:58:26 BRT 2023;24423119;669257;Sat Sep 23 21:58:26 BRT 2023;69.0
1000000;235;MergeSort;Sat Sep 23 21:58:26 BRT 2023;18673670;9279118;Sat Sep 23 21:58:26 BRT 2023;112.0
1000000;235;QuickSort;Sat Sep 23 21:58:26 BRT 2023;24229337;668921;Sat Sep 23 21:58:26 BRT 2023;71.0
1000000;236;MergeSort;Sat Sep 23 21:58:26 BRT 2023;18674141;9278611;Sat Sep 23 21:58:26 BRT 2023;110.0
1000000;236;QuickSort;Sat Sep 23 21:58:26 BRT 2023;24280807;669068;Sat Sep 23 21:58:26 BRT 2023;71.0
1000000;237;MergeSort;Sat Sep 23 21:58:26 BRT 2023;18674144;9279076;Sat Sep 23 21:58:26 BRT 2023;110.0
1000000;237;QuickSort;Sat Sep 23 21:58:26 BRT 2023;25322010;668958;Sat Sep 23 21:58:26 BRT 2023;70.0
1000000;238;MergeSort;Sat Sep 23 21:58:26 BRT 2023;18674243;9279303;Sat Sep 23 21:58:26 BRT 2023;109.0
1000000;238;QuickSort;Sat Sep 23 21:58:26 BRT 2023;24783925;668920;Sat Sep 23 21:58:26 BRT 2023;69.0
1000000;239;MergeSort;Sat Sep 23 21:58:26 BRT 2023;18675131;9279385;Sat Sep 23 21:58:26 BRT 2023;109.0
1000000;239;QuickSort;Sat Sep 23 21:58:26 BRT 2023;25207888;669218;Sat Sep 23 21:58:27 BRT 2023;71.0
1000000;240;MergeSort;Sat Sep 23 21:58:27 BRT 2023;18675314;9279629;Sat Sep 23 21:58:27 BRT 2023;107.0
1000000;240;QuickSort;Sat Sep 23 21:58:27 BRT 2023;24756768;669197;Sat Sep 23 21:58:27 BRT 2023;70.0
1000000;241;MergeSort;Sat Sep 23 21:58:27 BRT 2023;18674841;9279644;Sat Sep 23 21:58:27 BRT 2023;109.0
1000000;241;QuickSort;Sat Sep 23 21:58:27 BRT 2023;24037962;669271;Sat Sep 23 21:58:27 BRT 2023;70.0
1000000;242;MergeSort;Sat Sep 23 21:58:27 BRT 2023;18673837;9278427;Sat Sep 23 21:58:27 BRT 2023;110.0
1000000;242;QuickSort;Sat Sep 23 21:58:27 BRT 2023;26242289;668838;Sat Sep 23 21:58:27 BRT 2023;71.0
1000000;243;MergeSort;Sat Sep 23 21:58:27 BRT 2023;18675391;9279963;Sat Sep 23 21:58:27 BRT 2023;107.0
1000000;243;QuickSort;Sat Sep 23 21:58:27 BRT 2023;24476174;669348;Sat Sep 23 21:58:27 BRT 2023;70.0
1000000;244;MergeSort;Sat Sep 23 21:58:27 BRT 2023;18673902;9278752;Sat Sep 23 21:58:27 BRT 2023;108.0
1000000;244;QuickSort;Sat Sep 23 21:58:27 BRT 2023;25616342;669269;Sat Sep 23 21:58:27 BRT 2023;72.0
1000000;245;MergeSort;Sat Sep 23 21:58:27 BRT 2023;18673792;9278728;Sat Sep 23 21:58:28 BRT 2023;110.0
1000000;245;QuickSort;Sat Sep 23 21:58:28 BRT 2023;24862605;668849;Sat Sep 23 21:58:28 BRT 2023;69.0
1000000;246;MergeSort;Sat Sep 23 21:58:28 BRT 2023;18674772;9279826;Sat Sep 23 21:58:28 BRT 2023;106.0
1000000;246;QuickSort;Sat Sep 23 21:58:28 BRT 2023;25048641;668871;Sat Sep 23 21:58:28 BRT 2023;70.0
1000000;247;MergeSort;Sat Sep 23 21:58:28 BRT 2023;18673982;9279548;Sat Sep 23 21:58:28 BRT 2023;110.0
1000000;247;QuickSort;Sat Sep 23 21:58:28 BRT 2023;24275794;668849;Sat Sep 23 21:58:28 BRT 2023;69.0
1000000;248;MergeSort;Sat Sep 23 21:58:28 BRT 2023;18674646;9278890;Sat Sep 23 21:58:28 BRT 2023;107.0
1000000;248;QuickSort;Sat Sep 23 21:58:28 BRT 2023;25484879;668917;Sat Sep 23 21:58:28 BRT 2023;71.0
1000000;249;MergeSort;Sat Sep 23 21:58:28 BRT 2023;18673856;9277698;Sat Sep 23 21:58:28 BRT 2023;111.0
1000000;249;QuickSort;Sat Sep 23 21:58:28 BRT 2023;25244458;668649;Sat Sep 23 21:58:28 BRT 2023;75.0
